"time","Q"
291740,-19.1635
291750,-19.1627
291760,-19.1623
291770,-19.1615
291780,-19.161
291790,-19.1602
291800,-19.1597
291810,-19.159
291820,-19.1585
291830,-19.1578
291840,-19.1572
291850,-19.1565
291860,-19.156
291870,-19.1552
291880,-19.1547
291890,-19.154
291900,-19.1535
291910,-19.1527
291920,-19.1522
291930,-19.1515
291940,-19.151
291950,-19.1502
291960,-19.1497
291970,-19.149
291980,-19.1485
291990,-19.1477
292000,-19.1472
292010,-19.1465
292020,-19.146
292030,-19.1452
292040,-19.1447
292050,-19.144
292060,-19.1435
292070,-19.1427
292080,-19.1422
292090,-19.1415
292100,-19.141
292110,-19.1403
292120,-19.1397
292130,-19.139
292140,-19.1385
292150,-19.138
292160,-19.1373
292170,-19.1367
292180,-19.136
292190,-19.1355
292200,-19.1347
292210,-19.1343
292220,-19.1335
292230,-19.133
292240,-19.1322
292250,-19.1317
292260,-19.131
292270,-19.1305
292280,-19.1298
292290,-19.1292
292300,-19.1285
292310,-19.128
292320,-19.1272
292330,-19.1268
292340,-19.126
292350,-19.1255
292360,-19.1247
292370,-19.1242
292380,-19.1235
292390,-19.123
292400,-19.1223
292410,-19.1217
292420,-19.121
292430,-19.1205
292440,-19.1197
292450,-19.1193
292460,-19.1185
292470,-19.118
292480,-19.1172
292490,-19.1167
292500,-19.1163
292510,-19.1155
292520,-19.115
292530,-19.1142
292540,-19.1137
292550,-19.113
292560,-19.1125
292570,-19.1118
292580,-19.1112
292590,-19.1105
292600,-19.11
292610,-19.1092
292620,-19.1088
292630,-19.108
292640,-19.1075
292650,-19.1067
292660,-19.1062
292670,-19.1055
292680,-19.105
292690,-19.1043
292700,-19.1037
292710,-19.103
292720,-19.1025
292730,-19.1017
292740,-19.1013
292750,-19.1005
292760,-19.1
292770,-19.0995
292780,-19.0987
292790,-19.0983
292800,-19.0975
292810,-19.097
292820,-19.0962
292830,-19.0957
292840,-19.095
292850,-19.0945
292860,-19.0938
292870,-19.0932
292880,-19.0925
292890,-19.092
292900,-19.0912
292910,-19.0907
292920,-19.09
292930,-19.0895
292940,-19.0887
292950,-19.0882
292960,-19.0875
292970,-19.087
292980,-19.0862
292990,-19.0857
293000,-19.085
293010,-19.0845
293020,-19.084
293030,-19.0832
293040,-19.0827
293050,-19.082
293060,-19.0815
293070,-19.0807
293080,-19.0802
293090,-19.0795
293100,-19.079
293110,-19.0782
293120,-19.0778
293130,-19.077
293140,-19.0765
293150,-19.0757
293160,-19.0752
293170,-19.0745
293180,-19.074
293190,-19.0733
293200,-19.0727
293210,-19.072
293220,-19.0715
293230,-19.071
293240,-19.0703
293250,-19.0697
293260,-19.069
293270,-19.0685
293280,-19.0677
293290,-19.0673
293300,-19.0665
293310,-19.066
293320,-19.0652
293330,-19.0647
293340,-19.064
293350,-19.0635
293360,-19.0628
293370,-19.0622
293380,-19.0615
293390,-19.061
293400,-19.0602
293410,-19.0598
293420,-19.059
293430,-19.0585
293440,-19.058
293450,-19.0572
293460,-19.0568
293470,-19.056
293480,-19.0555
293490,-19.0547
293500,-19.0542
293510,-19.0535
293520,-19.053
293530,-19.0523
293540,-19.0517
293550,-19.051
293560,-19.0505
293570,-19.0497
293580,-19.0493
293590,-19.0485
293600,-19.048
293610,-19.0475
293620,-19.0467
293630,-19.0463
293640,-19.0455
293650,-19.045
293660,-19.0442
293670,-19.0437
293680,-19.043
293690,-19.0425
293700,-19.0418
293710,-19.0412
293720,-19.0405
293730,-19.04
293740,-19.0392
293750,-19.0388
293760,-19.038
293770,-19.0375
293780,-19.037
293790,-19.0362
293800,-19.0358
293810,-19.035
293820,-19.0345
293830,-19.0337
293840,-19.0332
293850,-19.0325
293860,-19.032
293870,-19.0312
293880,-19.0307
293890,-19.03
293900,-19.0295
293910,-19.0287
293920,-19.0282
293930,-19.0275
293940,-19.027
293950,-19.0265
293960,-19.0257
293970,-19.0252
293980,-19.0245
293990,-19.024
294000,-19.0232
294010,-19.0227
294020,-19.022
294030,-19.0215
294040,-19.0207
294050,-19.0202
294060,-19.0195
294070,-19.019
294080,-19.0182
294090,-19.0177
294100,-19.0172
294110,-19.0165
294120,-19.016
294130,-19.0153
294140,-19.0147
294150,-19.014
294160,-19.0135
294170,-19.0127
294180,-19.0123
294190,-19.0115
294200,-19.011
294210,-19.0102
294220,-19.0097
294230,-19.009
294240,-19.0085
294250,-19.008
294260,-19.0072
294270,-19.0067
294280,-19.006
294290,-19.0055
294300,-19.0048
294310,-19.0042
294320,-19.0035
294330,-19.003
294340,-19.0022
294350,-19.0018
294360,-19.001
294370,-19.0005
294380,-19
294390,-18.9992
294400,-18.9988
294410,-18.998
294420,-18.9975
294430,-18.9967
294440,-18.9962
294450,-18.9955
294460,-18.995
294470,-18.9943
294480,-18.9937
294490,-18.993
294500,-18.9925
294510,-18.992
294520,-18.9913
294530,-18.9907
294540,-18.99
294550,-18.9895
294560,-18.9887
294570,-18.9883
294580,-18.9875
294590,-18.987
294600,-18.9862
294610,-18.9857
294620,-18.985
294630,-18.9845
294640,-18.984
294650,-18.9832
294660,-18.9827
294670,-18.982
294680,-18.9815
294690,-18.9808
294700,-18.9802
294710,-18.9795
294720,-18.979
294730,-18.9782
294740,-18.9778
294750,-18.977
294760,-18.9765
294770,-18.976
294780,-18.9752
294790,-18.9748
294800,-18.974
294810,-18.9735
294820,-18.9727
294830,-18.9722
294840,-18.9715
294850,-18.971
294860,-18.9703
294870,-18.9697
294880,-18.969
294890,-18.9685
294900,-18.968
294910,-18.9672
294920,-18.9667
294930,-18.966
294940,-18.9655
294950,-18.9647
294960,-18.9642
294970,-18.9635
294980,-18.963
294990,-18.9622
295000,-18.9617
295010,-18.9612
295020,-18.9605
295030,-18.96
295040,-18.9592
295050,-18.9587
295060,-18.958
295070,-18.9575
295080,-18.9567
295090,-18.9562
295100,-18.9555
295110,-18.955
295120,-18.9545
295130,-18.9537
295140,-18.9532
295150,-18.9525
295160,-18.952
295170,-18.9513
295180,-18.9507
295190,-18.95
295200,-18.9495
295210,-18.9487
295220,-18.9483
295230,-18.9477
295240,-18.947
295250,-18.9465
295260,-18.9457
295270,-18.9453
295280,-18.9445
295290,-18.944
295300,-18.9432
295310,-18.9427
295320,-18.942
295330,-18.9415
295340,-18.941
295350,-18.9402
295360,-18.9397
295370,-18.939
295380,-18.9385
295390,-18.9378
295400,-18.9372
295410,-18.9365
295420,-18.936
295430,-18.9352
295440,-18.9348
295450,-18.9342
295460,-18.9335
295470,-18.933
295480,-18.9322
295490,-18.9318
295500,-18.931
295510,-18.9305
295520,-18.9297
295530,-18.9292
295540,-18.9285
295550,-18.928
295560,-18.9275
295570,-18.9267
295580,-18.9262
295590,-18.9255
295600,-18.925
295610,-18.9243
295620,-18.9237
295630,-18.923
295640,-18.9225
295650,-18.922
295660,-18.9213
295670,-18.9207
295680,-18.92
295690,-18.9195
295700,-18.9187
295710,-18.9183
295720,-18.9175
295730,-18.917
295740,-18.9162
295750,-18.9157
295760,-18.9153
295770,-18.9145
295780,-18.914
295790,-18.9132
295800,-18.9127
295810,-18.912
295820,-18.9115
295830,-18.9108
295840,-18.9102
295850,-18.9097
295860,-18.909
295870,-18.9085
295880,-18.9078
295890,-18.9072
295900,-18.9065
295910,-18.906
295920,-18.9052
295930,-18.9047
295940,-18.9042
295950,-18.9035
295960,-18.903
295970,-18.9022
295980,-18.9017
295990,-18.901
296000,-18.9005
296010,-18.8997
296020,-18.8992
296030,-18.8987
296040,-18.898
296050,-18.8975
296060,-18.8967
296070,-18.8962
296080,-18.8955
296090,-18.895
296100,-18.8942
296110,-18.8937
296120,-18.893
296130,-18.8925
296140,-18.892
296150,-18.8912
296160,-18.8907
296170,-18.89
296180,-18.8895
296190,-18.8888
296200,-18.8882
296210,-18.8875
296220,-18.887
296230,-18.8865
296240,-18.8858
296250,-18.8852
296260,-18.8845
296270,-18.884
296280,-18.8832
296290,-18.8828
296300,-18.8822
296310,-18.8815
296320,-18.881
296330,-18.8802
296340,-18.8798
296350,-18.879
296360,-18.8785
296370,-18.8777
296380,-18.8772
296390,-18.8768
296400,-18.876
296410,-18.8755
296420,-18.8747
296430,-18.8742
296440,-18.8735
296450,-18.873
296460,-18.8723
296470,-18.8717
296480,-18.8712
296490,-18.8705
296500,-18.87
296510,-18.8693
296520,-18.8687
296530,-18.868
296540,-18.8675
296550,-18.8667
296560,-18.8663
296570,-18.8657
296580,-18.865
296590,-18.8645
296600,-18.8637
296610,-18.8633
296620,-18.8625
296630,-18.862
296640,-18.8615
296650,-18.8607
296660,-18.8603
296670,-18.8595
296680,-18.859
296690,-18.8582
296700,-18.8577
296710,-18.857
296720,-18.8565
296730,-18.856
296740,-18.8552
296750,-18.8547
296760,-18.854
296770,-18.8535
296780,-18.8528
296790,-18.8522
296800,-18.8515
296810,-18.851
296820,-18.8505
296830,-18.8498
296840,-18.8492
296850,-18.8485
296860,-18.848
296870,-18.8472
296880,-18.8468
296890,-18.8462
296900,-18.8455
296910,-18.845
296920,-18.8442
296930,-18.8438
296940,-18.843
296950,-18.8425
296960,-18.8417
296970,-18.8412
296980,-18.8407
296990,-18.84
297000,-18.8395
297010,-18.8387
297020,-18.8382
297030,-18.8375
297040,-18.837
297050,-18.8365
297060,-18.8357
297070,-18.8352
297080,-18.8345
297090,-18.834
297100,-18.8332
297110,-18.8327
297120,-18.8322
297130,-18.8315
297140,-18.831
297150,-18.8302
297160,-18.8297
297170,-18.829
297180,-18.8285
297190,-18.8278
297200,-18.8272
297210,-18.8267
297220,-18.826
297230,-18.8255
297240,-18.8248
297250,-18.8242
297260,-18.8235
297270,-18.823
297280,-18.8225
297290,-18.8218
297300,-18.8212
297310,-18.8205
297320,-18.82
297330,-18.8192
297340,-18.8188
297350,-18.8182
297360,-18.8175
297370,-18.817
297380,-18.8162
297390,-18.8158
297400,-18.815
297410,-18.8145
297420,-18.814
297430,-18.8132
297440,-18.8128
297450,-18.812
297460,-18.8115
297470,-18.8107
297480,-18.8102
297490,-18.8098
297500,-18.809
297510,-18.8085
297520,-18.8077
297530,-18.8072
297540,-18.8065
297550,-18.806
297560,-18.8055
297570,-18.8047
297580,-18.8042
297590,-18.8035
297600,-18.803
297610,-18.8023
297620,-18.8017
297630,-18.8012
297640,-18.8005
297650,-18.8
297660,-18.7993
297670,-18.7987
297680,-18.798
297690,-18.7975
297700,-18.797
297710,-18.7963
297720,-18.7957
297730,-18.795
297740,-18.7945
297750,-18.7937
297760,-18.7933
297770,-18.7927
297780,-18.792
297790,-18.7915
297800,-18.7907
297810,-18.7903
297820,-18.7895
297830,-18.789
297840,-18.7885
297850,-18.7877
297860,-18.7873
297870,-18.7865
297880,-18.786
297890,-18.7852
297900,-18.7847
297910,-18.7843
297920,-18.7835
297930,-18.783
297940,-18.7822
297950,-18.7817
297960,-18.781
297970,-18.7805
297980,-18.78
297990,-18.7792
298000,-18.7787
298010,-18.778
298020,-18.7775
298030,-18.7767
298040,-18.7762
298050,-18.7757
298060,-18.775
298070,-18.7745
298080,-18.7737
298090,-18.7732
298100,-18.7725
298110,-18.772
298120,-18.7715
298130,-18.7707
298140,-18.7702
298150,-18.7695
298160,-18.769
298170,-18.7685
298180,-18.7677
298190,-18.7672
298200,-18.7665
298210,-18.766
298220,-18.7653
298230,-18.7647
298240,-18.7642
298250,-18.7635
298260,-18.763
298270,-18.7623
298280,-18.7617
298290,-18.761
298300,-18.7605
298310,-18.76
298320,-18.7593
298330,-18.7587
298340,-18.758
298350,-18.7575
298360,-18.7567
298370,-18.7563
298380,-18.7557
298390,-18.755
298400,-18.7545
298410,-18.7537
298420,-18.7533
298430,-18.7527
298440,-18.752
298450,-18.7515
298460,-18.7507
298470,-18.7503
298480,-18.7495
298490,-18.749
298500,-18.7485
298510,-18.7477
298520,-18.7473
298530,-18.7465
298540,-18.746
298550,-18.7452
298560,-18.7447
298570,-18.7443
298580,-18.7435
298590,-18.743
298600,-18.7422
298610,-18.7417
298620,-18.7413
298630,-18.7405
298640,-18.74
298650,-18.7392
298660,-18.7387
298670,-18.738
298680,-18.7375
298690,-18.737
298700,-18.7362
298710,-18.7357
298720,-18.735
298730,-18.7345
298740,-18.734
298750,-18.7332
298760,-18.7327
298770,-18.732
298780,-18.7315
298790,-18.7308
298800,-18.7302
298810,-18.7297
298820,-18.729
298830,-18.7285
298840,-18.7278
298850,-18.7272
298860,-18.7267
298870,-18.726
298880,-18.7255
298890,-18.7248
298900,-18.7242
298910,-18.7235
298920,-18.723
298930,-18.7225
298940,-18.7218
298950,-18.7212
298960,-18.7205
298970,-18.72
298980,-18.7195
298990,-18.7188
299000,-18.7182
299010,-18.7175
299020,-18.717
299030,-18.7162
299040,-18.7157
299050,-18.7152
299060,-18.7145
299070,-18.714
299080,-18.7132
299090,-18.7127
299100,-18.7122
299110,-18.7115
299120,-18.711
299130,-18.7102
299140,-18.7097
299150,-18.7092
299160,-18.7085
299170,-18.708
299180,-18.7072
299190,-18.7067
299200,-18.706
299210,-18.7055
299220,-18.705
299230,-18.7043
299240,-18.7037
299250,-18.703
299260,-18.7025
299270,-18.702
299280,-18.7013
299290,-18.7007
299300,-18.7
299310,-18.6995
299320,-18.699
299330,-18.6983
299340,-18.6977
299350,-18.697
299360,-18.6965
299370,-18.6957
299380,-18.6953
299390,-18.6947
299400,-18.694
299410,-18.6935
299420,-18.6927
299430,-18.6923
299440,-18.6917
299450,-18.691
299460,-18.6905
299470,-18.6897
299480,-18.6893
299490,-18.6887
299500,-18.688
299510,-18.6875
299520,-18.6867
299530,-18.6863
299540,-18.6855
299550,-18.685
299560,-18.6845
299570,-18.6837
299580,-18.6833
299590,-18.6825
299600,-18.682
299610,-18.6815
299620,-18.6807
299630,-18.6803
299640,-18.6795
299650,-18.679
299660,-18.6785
299670,-18.6777
299680,-18.6773
299690,-18.6765
299700,-18.676
299710,-18.6755
299720,-18.6747
299730,-18.6743
299740,-18.6735
299750,-18.673
299760,-18.6725
299770,-18.6717
299780,-18.6713
299790,-18.6705
299800,-18.67
299810,-18.6692
299820,-18.6687
299830,-18.6683
299840,-18.6675
299850,-18.667
299860,-18.6662
299870,-18.6657
299880,-18.6653
299890,-18.6645
299900,-18.664
299910,-18.6632
299920,-18.6627
299930,-18.6623
299940,-18.6615
299950,-18.661
299960,-18.6602
299970,-18.6597
299980,-18.6593
299990,-18.6585
300000,-18.658
300010,-18.6572
300020,-18.6567
300030,-18.6562
300040,-18.6555
300050,-18.655
300060,-18.6542
300070,-18.6537
300080,-18.6532
300090,-18.6525
300100,-18.652
300110,-18.6512
300120,-18.6507
300130,-18.6502
300140,-18.6495
300150,-18.649
300160,-18.6482
300170,-18.6477
300180,-18.6472
300190,-18.6465
300200,-18.646
300210,-18.6452
300220,-18.6447
300230,-18.644
300240,-18.6435
300250,-18.643
300260,-18.6422
300270,-18.6418
300280,-18.641
300290,-18.6405
300300,-18.64
300310,-18.6392
300320,-18.6388
300330,-18.638
300340,-18.6375
300350,-18.637
300360,-18.6362
300370,-18.6358
300380,-18.635
300390,-18.6345
300400,-18.634
300410,-18.6332
300420,-18.6328
300430,-18.632
300440,-18.6315
300450,-18.631
300460,-18.6302
300470,-18.6298
300480,-18.629
300490,-18.6285
300500,-18.628
300510,-18.6272
300520,-18.6268
300530,-18.626
300540,-18.6255
300550,-18.625
300560,-18.6242
300570,-18.6238
300580,-18.623
300590,-18.6225
300600,-18.622
300610,-18.6212
300620,-18.6208
300630,-18.62
300640,-18.6195
300650,-18.619
300660,-18.6182
300670,-18.6178
300680,-18.6172
300690,-18.6165
300700,-18.616
300710,-18.6152
300720,-18.6148
300730,-18.6142
300740,-18.6135
300750,-18.613
300760,-18.6122
300770,-18.6118
300780,-18.6112
300790,-18.6105
300800,-18.61
300810,-18.6092
300820,-18.6088
300830,-18.6082
300840,-18.6075
300850,-18.607
300860,-18.6062
300870,-18.6058
300880,-18.6052
300890,-18.6045
300900,-18.604
300910,-18.6032
300920,-18.6028
300930,-18.6022
300940,-18.6015
300950,-18.601
300960,-18.6002
300970,-18.5998
300980,-18.5992
300990,-18.5985
301000,-18.598
301010,-18.5972
301020,-18.5968
301030,-18.5962
301040,-18.5955
301050,-18.595
301060,-18.5942
301070,-18.5938
301080,-18.5932
301090,-18.5925
301100,-18.592
301110,-18.5915
301120,-18.5907
301130,-18.5902
301140,-18.5895
301150,-18.589
301160,-18.5885
301170,-18.5877
301180,-18.5872
301190,-18.5865
301200,-18.586
301210,-18.5855
301220,-18.5847
301230,-18.5842
301240,-18.5835
301250,-18.583
301260,-18.5825
301270,-18.5817
301280,-18.5812
301290,-18.5805
301300,-18.58
301310,-18.5795
301320,-18.5787
301330,-18.5782
301340,-18.5778
301350,-18.577
301360,-18.5765
301370,-18.5757
301380,-18.5752
301390,-18.5748
301400,-18.574
301410,-18.5735
301420,-18.5727
301430,-18.5722
301440,-18.5718
301450,-18.571
301460,-18.5705
301470,-18.5697
301480,-18.5692
301490,-18.5688
301500,-18.568
301510,-18.5675
301520,-18.5667
301530,-18.5662
301540,-18.5658
301550,-18.565
301560,-18.5645
301570,-18.564
301580,-18.5632
301590,-18.5628
301600,-18.562
301610,-18.5615
301620,-18.561
301630,-18.5602
301640,-18.5598
301650,-18.559
301660,-18.5585
301670,-18.558
301680,-18.5572
301690,-18.5568
301700,-18.5562
301710,-18.5555
301720,-18.555
301730,-18.5542
301740,-18.5538
301750,-18.5532
301760,-18.5525
301770,-18.552
301780,-18.5512
301790,-18.5508
301800,-18.5502
301810,-18.5495
301820,-18.549
301830,-18.5482
301840,-18.5478
301850,-18.5472
301860,-18.5465
301870,-18.546
301880,-18.5455
301890,-18.5448
301900,-18.5442
301910,-18.5435
301920,-18.543
301930,-18.5425
301940,-18.5418
301950,-18.5412
301960,-18.5405
301970,-18.54
301980,-18.5395
301990,-18.5388
302000,-18.5382
302010,-18.5377
302020,-18.537
302030,-18.5365
302040,-18.5358
302050,-18.5352
302060,-18.5347
302070,-18.534
302080,-18.5335
302090,-18.5328
302100,-18.5322
302110,-18.5317
302120,-18.531
302130,-18.5305
302140,-18.53
302150,-18.5292
302160,-18.5287
302170,-18.528
302180,-18.5275
302190,-18.527
302200,-18.5262
302210,-18.5257
302220,-18.5252
302230,-18.5245
302240,-18.524
302250,-18.5232
302260,-18.5227
302270,-18.5222
302280,-18.5215
302290,-18.521
302300,-18.5202
302310,-18.5197
302320,-18.5192
302330,-18.5185
302340,-18.518
302350,-18.5175
302360,-18.5168
302370,-18.5162
302380,-18.5155
302390,-18.515
302400,-18.5145
302410,-18.5138
302420,-18.5132
302430,-18.5127
302440,-18.512
302450,-18.5115
302460,-18.5108
302470,-18.5102
302480,-18.5097
302490,-18.509
302500,-18.5085
302510,-18.508
302520,-18.5072
302530,-18.5067
302540,-18.506
302550,-18.5055
302560,-18.505
302570,-18.5042
302580,-18.5037
302590,-18.503
302600,-18.5025
302610,-18.502
302620,-18.5012
302630,-18.5007
302640,-18.5003
302650,-18.4995
302660,-18.499
302670,-18.4982
302680,-18.4977
302690,-18.4973
302700,-18.4965
302710,-18.496
302720,-18.4955
302730,-18.4947
302740,-18.4943
302750,-18.4935
302760,-18.493
302770,-18.4925
302780,-18.4917
302790,-18.4913
302800,-18.4907
302810,-18.49
302820,-18.4895
302830,-18.4887
302840,-18.4883
302850,-18.4877
302860,-18.487
302870,-18.4865
302880,-18.486
302890,-18.4853
302900,-18.4847
302910,-18.484
302920,-18.4835
302930,-18.483
302940,-18.4823
302950,-18.4817
302960,-18.4812
302970,-18.4805
302980,-18.48
302990,-18.4793
303000,-18.4787
303010,-18.4782
303020,-18.4775
303030,-18.477
303040,-18.4765
303050,-18.4757
303060,-18.4752
303070,-18.4745
303080,-18.474
303090,-18.4735
303100,-18.4727
303110,-18.4722
303120,-18.4718
303130,-18.471
303140,-18.4705
303150,-18.4697
303160,-18.4692
303170,-18.4688
303180,-18.468
303190,-18.4675
303200,-18.467
303210,-18.4662
303220,-18.4657
303230,-18.4652
303240,-18.4645
303250,-18.464
303260,-18.4632
303270,-18.4627
303280,-18.4622
303290,-18.4615
303300,-18.461
303310,-18.4605
303320,-18.4597
303330,-18.4592
303340,-18.4585
303350,-18.458
303360,-18.4575
303370,-18.4567
303380,-18.4562
303390,-18.4557
303400,-18.455
303410,-18.4545
303420,-18.4537
303430,-18.4532
303440,-18.4528
303450,-18.452
303460,-18.4515
303470,-18.451
303480,-18.4502
303490,-18.4498
303500,-18.4492
303510,-18.4485
303520,-18.448
303530,-18.4472
303540,-18.4468
303550,-18.4462
303560,-18.4455
303570,-18.445
303580,-18.4445
303590,-18.4438
303600,-18.4432
303610,-18.4425
303620,-18.442
303630,-18.4415
303640,-18.4408
303650,-18.4402
303660,-18.4397
303670,-18.439
303680,-18.4385
303690,-18.438
303700,-18.4372
303710,-18.4367
303720,-18.436
303730,-18.4355
303740,-18.435
303750,-18.4342
303760,-18.4337
303770,-18.4333
303780,-18.4325
303790,-18.432
303800,-18.4315
303810,-18.4307
303820,-18.4303
303830,-18.4295
303840,-18.429
303850,-18.4285
303860,-18.4277
303870,-18.4273
303880,-18.4267
303890,-18.426
303900,-18.4255
303910,-18.4247
303920,-18.4243
303930,-18.4237
303940,-18.423
303950,-18.4225
303960,-18.422
303970,-18.4213
303980,-18.4207
303990,-18.4202
304000,-18.4195
304010,-18.419
304020,-18.4183
304030,-18.4177
304040,-18.4172
304050,-18.4165
304060,-18.416
304070,-18.4155
304080,-18.4147
304090,-18.4142
304100,-18.4138
304110,-18.413
304120,-18.4125
304130,-18.412
304140,-18.4112
304150,-18.4108
304160,-18.41
304170,-18.4095
304180,-18.409
304190,-18.4082
304200,-18.4078
304210,-18.4072
304220,-18.4065
304230,-18.406
304240,-18.4055
304250,-18.4047
304260,-18.4042
304270,-18.4035
304280,-18.403
304290,-18.4025
304300,-18.4017
304310,-18.4012
304320,-18.4007
304330,-18.4
304340,-18.3995
304350,-18.399
304360,-18.3982
304370,-18.3977
304380,-18.397
304390,-18.3965
304400,-18.396
304410,-18.3952
304420,-18.3947
304430,-18.3942
304440,-18.3935
304450,-18.393
304460,-18.3925
304470,-18.3918
304480,-18.3912
304490,-18.3907
304500,-18.39
304510,-18.3895
304520,-18.3888
304530,-18.3882
304540,-18.3877
304550,-18.387
304560,-18.3865
304570,-18.386
304580,-18.3852
304590,-18.3847
304600,-18.3843
304610,-18.3835
304620,-18.383
304630,-18.3825
304640,-18.3817
304650,-18.3813
304660,-18.3805
304670,-18.38
304680,-18.3795
304690,-18.3787
304700,-18.3783
304710,-18.3777
304720,-18.377
304730,-18.3765
304740,-18.376
304750,-18.3753
304760,-18.3747
304770,-18.3742
304780,-18.3735
304790,-18.373
304800,-18.3723
304810,-18.3717
304820,-18.3712
304830,-18.3705
304840,-18.37
304850,-18.3695
304860,-18.3687
304870,-18.3682
304880,-18.3678
304890,-18.367
304900,-18.3665
304910,-18.366
304920,-18.3652
304930,-18.3648
304940,-18.364
304950,-18.3635
304960,-18.363
304970,-18.3622
304980,-18.3618
304990,-18.3612
305000,-18.3605
305010,-18.36
305020,-18.3595
305030,-18.3588
305040,-18.3582
305050,-18.3577
305060,-18.357
305070,-18.3565
305080,-18.356
305090,-18.3552
305100,-18.3547
305110,-18.354
305120,-18.3535
305130,-18.353
305140,-18.3522
305150,-18.3517
305160,-18.3513
305170,-18.3505
305180,-18.35
305190,-18.3495
305200,-18.3487
305210,-18.3483
305220,-18.3477
305230,-18.347
305240,-18.3465
305250,-18.346
305260,-18.3453
305270,-18.3447
305280,-18.3442
305290,-18.3435
305300,-18.343
305310,-18.3422
305320,-18.3417
305330,-18.3412
305340,-18.3405
305350,-18.34
305360,-18.3395
305370,-18.3387
305380,-18.3382
305390,-18.3377
305400,-18.337
305410,-18.3365
305420,-18.336
305430,-18.3352
305440,-18.3347
305450,-18.3342
305460,-18.3335
305470,-18.333
305480,-18.3325
305490,-18.3317
305500,-18.3312
305510,-18.3305
305520,-18.33
305530,-18.3295
305540,-18.3287
305550,-18.3282
305560,-18.3278
305570,-18.327
305580,-18.3265
305590,-18.326
305600,-18.3252
305610,-18.3248
305620,-18.3242
305630,-18.3235
305640,-18.323
305650,-18.3225
305660,-18.3218
305670,-18.3212
305680,-18.3207
305690,-18.32
305700,-18.3195
305710,-18.319
305720,-18.3182
305730,-18.3177
305740,-18.317
305750,-18.3165
305760,-18.316
305770,-18.3152
305780,-18.3147
305790,-18.3143
305800,-18.3135
305810,-18.313
305820,-18.3125
305830,-18.3117
305840,-18.3113
305850,-18.3107
305860,-18.31
305870,-18.3095
305880,-18.309
305890,-18.3083
305900,-18.3077
305910,-18.3072
305920,-18.3065
305930,-18.306
305940,-18.3055
305950,-18.3047
305960,-18.3042
305970,-18.3038
305980,-18.303
305990,-18.3025
306000,-18.302
306010,-18.3012
306020,-18.3008
306030,-18.3
306040,-18.2995
306050,-18.299
306060,-18.2982
306070,-18.2978
306080,-18.2972
306090,-18.2965
306100,-18.296
306110,-18.2955
306120,-18.2948
306130,-18.2942
306140,-18.2937
306150,-18.293
306160,-18.2925
306170,-18.292
306180,-18.2912
306190,-18.2907
306200,-18.2903
306210,-18.2895
306220,-18.289
306230,-18.2885
306240,-18.2877
306250,-18.2873
306260,-18.2867
306270,-18.286
306280,-18.2855
306290,-18.285
306300,-18.2843
306310,-18.2837
306320,-18.2832
306330,-18.2825
306340,-18.282
306350,-18.2815
306360,-18.2807
306370,-18.2802
306380,-18.2797
306390,-18.279
306400,-18.2785
306410,-18.278
306420,-18.2772
306430,-18.2767
306440,-18.2762
306450,-18.2755
306460,-18.275
306470,-18.2742
306480,-18.2737
306490,-18.2732
306500,-18.2725
306510,-18.272
306520,-18.2715
306530,-18.2707
306540,-18.2702
306550,-18.2697
306560,-18.269
306570,-18.2685
306580,-18.268
306590,-18.2672
306600,-18.2668
306610,-18.2662
306620,-18.2655
306630,-18.265
306640,-18.2645
306650,-18.2638
306660,-18.2632
306670,-18.2627
306680,-18.262
306690,-18.2615
306700,-18.261
306710,-18.2602
306720,-18.2597
306730,-18.2593
306740,-18.2585
306750,-18.258
306760,-18.2575
306770,-18.2567
306780,-18.2563
306790,-18.2557
306800,-18.255
306810,-18.2545
306820,-18.254
306830,-18.2533
306840,-18.2527
306850,-18.2522
306860,-18.2515
306870,-18.251
306880,-18.2505
306890,-18.2497
306900,-18.2492
306910,-18.2488
306920,-18.248
306930,-18.2475
306940,-18.247
306950,-18.2462
306960,-18.2458
306970,-18.2452
306980,-18.2445
306990,-18.244
307000,-18.2435
307010,-18.2428
307020,-18.2422
307030,-18.2417
307040,-18.241
307050,-18.2405
307060,-18.24
307070,-18.2392
307080,-18.2387
307090,-18.2383
307100,-18.2375
307110,-18.237
307120,-18.2365
307130,-18.2357
307140,-18.2353
307150,-18.2347
307160,-18.234
307170,-18.2335
307180,-18.233
307190,-18.2323
307200,-18.2317
307210,-18.2312
307220,-18.2305
307230,-18.23
307240,-18.2295
307250,-18.2287
307260,-18.2282
307270,-18.2278
307280,-18.227
307290,-18.2265
307300,-18.226
307310,-18.2252
307320,-18.2248
307330,-18.2242
307340,-18.2235
307350,-18.223
307360,-18.2225
307370,-18.2218
307380,-18.2212
307390,-18.2207
307400,-18.22
307410,-18.2195
307420,-18.219
307430,-18.2182
307440,-18.2177
307450,-18.2172
307460,-18.2165
307470,-18.216
307480,-18.2155
307490,-18.2147
307500,-18.2142
307510,-18.2137
307520,-18.213
307530,-18.2125
307540,-18.212
307550,-18.2112
307560,-18.2107
307570,-18.2102
307580,-18.2097
307590,-18.209
307600,-18.2085
307610,-18.208
307620,-18.2072
307630,-18.2067
307640,-18.2062
307650,-18.2055
307660,-18.205
307670,-18.2045
307680,-18.2037
307690,-18.2032
307700,-18.2028
307710,-18.202
307720,-18.2015
307730,-18.201
