"time","Q"
608700,-7.80975
608710,-7.8095
608720,-7.80925
608730,-7.80925
608740,-7.809
608750,-7.80875
608760,-7.8085
608770,-7.80825
608780,-7.80825
608790,-7.808
608800,-7.80775
608810,-7.8075
608820,-7.80725
608830,-7.80725
608840,-7.807
608850,-7.80675
608860,-7.8065
608870,-7.8065
608880,-7.80625
608890,-7.806
608900,-7.80575
608910,-7.8055
608920,-7.8055
608930,-7.80525
608940,-7.805
608950,-7.80475
608960,-7.8045
608970,-7.8045
608980,-7.80425
608990,-7.804
609000,-7.80375
609010,-7.80375
609020,-7.8035
609030,-7.80325
609040,-7.803
609050,-7.80275
609060,-7.80275
609070,-7.8025
609080,-7.80225
609090,-7.802
609100,-7.80175
609110,-7.80175
609120,-7.8015
609130,-7.80125
609140,-7.801
609150,-7.80075
609160,-7.80075
609170,-7.8005
609180,-7.80025
609190,-7.8
609200,-7.8
609210,-7.79975
609220,-7.7995
609230,-7.79925
609240,-7.799
609250,-7.799
609260,-7.79875
609270,-7.7985
609280,-7.79825
609290,-7.798
609300,-7.798
609310,-7.79775
609320,-7.7975
609330,-7.79725
609340,-7.79725
609350,-7.797
609360,-7.79675
609370,-7.7965
609380,-7.79625
609390,-7.79625
609400,-7.796
609410,-7.79575
609420,-7.7955
609430,-7.79525
609440,-7.79525
609450,-7.795
609460,-7.79475
609470,-7.7945
609480,-7.7945
609490,-7.79425
609500,-7.794
609510,-7.79375
609520,-7.7935
609530,-7.7935
609540,-7.79325
609550,-7.793
609560,-7.79275
609570,-7.7925
609580,-7.7925
609590,-7.79225
609600,-7.792
609610,-7.79175
609620,-7.79175
609630,-7.7915
609640,-7.79125
609650,-7.791
609660,-7.79075
609670,-7.79075
609680,-7.7905
609690,-7.79025
609700,-7.79
609710,-7.78975
609720,-7.78975
609730,-7.7895
609740,-7.78925
609750,-7.789
609760,-7.789
609770,-7.78875
609780,-7.7885
609790,-7.78825
609800,-7.788
609810,-7.788
609820,-7.78775
609830,-7.7875
609840,-7.78725
609850,-7.787
609860,-7.787
609870,-7.78675
609880,-7.7865
609890,-7.78625
609900,-7.78625
609910,-7.786
609920,-7.78575
609930,-7.7855
609940,-7.78525
609950,-7.78525
609960,-7.785
609970,-7.78475
609980,-7.7845
609990,-7.7845
610000,-7.78425
610010,-7.784
610020,-7.78375
610030,-7.7835
610040,-7.7835
610050,-7.78325
610060,-7.783
610070,-7.78275
610080,-7.7825
610090,-7.7825
610100,-7.78225
610110,-7.782
610120,-7.78175
610130,-7.78175
610140,-7.7815
610150,-7.78125
610160,-7.781
610170,-7.78075
610180,-7.78075
610190,-7.7805
610200,-7.78025
610210,-7.78
610220,-7.77975
610230,-7.77975
610240,-7.7795
610250,-7.77925
610260,-7.779
610270,-7.779
610280,-7.77875
610290,-7.7785
610300,-7.77825
610310,-7.778
610320,-7.778
610330,-7.77775
610340,-7.7775
610350,-7.77725
610360,-7.777
610370,-7.777
610380,-7.77675
610390,-7.7765
610400,-7.77625
610410,-7.77625
610420,-7.776
610430,-7.77575
610440,-7.7755
610450,-7.77525
610460,-7.77525
610470,-7.775
610480,-7.77475
610490,-7.7745
610500,-7.7745
610510,-7.77425
610520,-7.774
610530,-7.77375
610540,-7.7735
610550,-7.7735
610560,-7.77325
610570,-7.773
610580,-7.77275
610590,-7.7725
610600,-7.7725
610610,-7.77225
610620,-7.772
610630,-7.77175
610640,-7.77175
610650,-7.7715
610660,-7.77125
610670,-7.771
610680,-7.77075
610690,-7.77075
610700,-7.7705
610710,-7.77025
610720,-7.77
610730,-7.77
610740,-7.76975
610750,-7.7695
610760,-7.76925
610770,-7.769
610780,-7.769
610790,-7.76875
610800,-7.7685
610810,-7.76825
610820,-7.768
610830,-7.768
610840,-7.76775
610850,-7.7675
610860,-7.76725
610870,-7.76725
610880,-7.767
610890,-7.76675
610900,-7.7665
610910,-7.76625
610920,-7.76625
610930,-7.766
610940,-7.76575
610950,-7.7655
610960,-7.7655
610970,-7.76525
610980,-7.765
610990,-7.76475
611000,-7.7645
611010,-7.7645
611020,-7.76425
611030,-7.764
611040,-7.76375
611050,-7.7635
611060,-7.7635
611070,-7.76325
611080,-7.763
611090,-7.76275
611100,-7.76275
611110,-7.7625
611120,-7.76225
611130,-7.762
611140,-7.76175
611150,-7.76175
611160,-7.7615
611170,-7.76125
611180,-7.761
611190,-7.761
611200,-7.76075
611210,-7.7605
611220,-7.76025
611230,-7.76
611240,-7.76
611250,-7.75975
611260,-7.7595
611270,-7.75925
611280,-7.759
611290,-7.759
611300,-7.75875
611310,-7.7585
611320,-7.75825
611330,-7.75825
611340,-7.758
611350,-7.75775
611360,-7.7575
611370,-7.75725
611380,-7.75725
611390,-7.757
611400,-7.75675
611410,-7.7565
611420,-7.7565
611430,-7.75625
611440,-7.756
611450,-7.75575
611460,-7.7555
611470,-7.7555
611480,-7.75525
611490,-7.755
611500,-7.75475
611510,-7.75475
611520,-7.7545
611530,-7.75425
611540,-7.754
611550,-7.75375
611560,-7.75375
611570,-7.7535
611580,-7.75325
611590,-7.753
611600,-7.75275
611610,-7.75275
611620,-7.7525
611630,-7.75225
611640,-7.752
611650,-7.752
611660,-7.75175
611670,-7.7515
611680,-7.75125
611690,-7.751
611700,-7.751
611710,-7.75075
611720,-7.7505
611730,-7.75025
611740,-7.75025
611750,-7.75
611760,-7.74975
611770,-7.7495
611780,-7.74925
611790,-7.74925
611800,-7.749
611810,-7.74875
611820,-7.7485
611830,-7.7485
611840,-7.74825
611850,-7.748
611860,-7.74775
611870,-7.7475
611880,-7.7475
611890,-7.74725
611900,-7.747
611910,-7.74675
611920,-7.74675
611930,-7.7465
611940,-7.74625
611950,-7.746
611960,-7.74575
611970,-7.74575
611980,-7.7455
611990,-7.74525
612000,-7.745
612010,-7.74475
612020,-7.74475
612030,-7.7445
612040,-7.74425
612050,-7.744
612060,-7.744
612070,-7.74375
612080,-7.7435
612090,-7.74325
612100,-7.743
612110,-7.743
612120,-7.74275
612130,-7.7425
612140,-7.74225
612150,-7.74225
612160,-7.742
612170,-7.74175
612180,-7.7415
612190,-7.74125
612200,-7.74125
612210,-7.741
612220,-7.74075
612230,-7.7405
612240,-7.7405
612250,-7.74025
612260,-7.74
612270,-7.73975
612280,-7.7395
612290,-7.7395
612300,-7.73925
612310,-7.739
612320,-7.73875
612330,-7.73875
612340,-7.7385
612350,-7.73825
612360,-7.738
612370,-7.73775
612380,-7.73775
612390,-7.7375
612400,-7.73725
612410,-7.737
612420,-7.737
612430,-7.73675
612440,-7.7365
612450,-7.73625
612460,-7.736
612470,-7.736
612480,-7.73575
612490,-7.7355
612500,-7.73525
612510,-7.73525
612520,-7.735
612530,-7.73475
612540,-7.7345
612550,-7.73425
612560,-7.73425
612570,-7.734
612580,-7.73375
612590,-7.7335
612600,-7.7335
612610,-7.73325
612620,-7.733
612630,-7.73275
612640,-7.7325
612650,-7.7325
612660,-7.73225
612670,-7.732
612680,-7.73175
612690,-7.73175
612700,-7.7315
612710,-7.73125
612720,-7.731
612730,-7.73075
612740,-7.73075
612750,-7.7305
612760,-7.73025
612770,-7.73
612780,-7.73
612790,-7.72975
612800,-7.7295
612810,-7.72925
612820,-7.729
612830,-7.729
612840,-7.72875
612850,-7.7285
612860,-7.72825
612870,-7.72825
612880,-7.728
612890,-7.72775
612900,-7.7275
612910,-7.72725
612920,-7.72725
612930,-7.727
612940,-7.72675
612950,-7.7265
612960,-7.7265
612970,-7.72625
612980,-7.726
612990,-7.72575
613000,-7.7255
613010,-7.7255
613020,-7.72525
613030,-7.725
613040,-7.72475
613050,-7.72475
613060,-7.7245
613070,-7.72425
613080,-7.724
613090,-7.72375
613100,-7.72375
613110,-7.7235
613120,-7.72325
613130,-7.723
613140,-7.723
613150,-7.72275
613160,-7.7225
613170,-7.72225
613180,-7.722
613190,-7.722
613200,-7.72175
613210,-7.7215
613220,-7.72125
613230,-7.72125
613240,-7.721
613250,-7.72075
613260,-7.7205
613270,-7.72025
613280,-7.72025
613290,-7.72
613300,-7.71975
613310,-7.7195
613320,-7.7195
613330,-7.71925
613340,-7.719
613350,-7.71875
613360,-7.7185
613370,-7.7185
613380,-7.71825
613390,-7.718
613400,-7.71775
613410,-7.71775
613420,-7.7175
613430,-7.71725
613440,-7.717
613450,-7.71675
613460,-7.71675
613470,-7.7165
613480,-7.71625
613490,-7.716
613500,-7.716
613510,-7.71575
613520,-7.7155
613530,-7.71525
613540,-7.715
613550,-7.715
613560,-7.71475
613570,-7.7145
613580,-7.71425
613590,-7.71425
613600,-7.714
613610,-7.71375
613620,-7.7135
613630,-7.71325
613640,-7.71325
613650,-7.713
613660,-7.71275
613670,-7.7125
613680,-7.7125
613690,-7.71225
613700,-7.712
613710,-7.71175
613720,-7.71175
613730,-7.7115
613740,-7.71125
613750,-7.711
613760,-7.71075
613770,-7.71075
613780,-7.7105
613790,-7.71025
613800,-7.71
613810,-7.71
613820,-7.70975
613830,-7.7095
613840,-7.70925
613850,-7.709
613860,-7.709
613870,-7.70875
613880,-7.7085
613890,-7.70825
613900,-7.70825
613910,-7.708
613920,-7.70775
613930,-7.7075
613940,-7.70725
613950,-7.70725
613960,-7.707
613970,-7.70675
613980,-7.7065
613990,-7.7065
614000,-7.70625
614010,-7.706
614020,-7.70575
614030,-7.7055
614040,-7.7055
614050,-7.70525
614060,-7.705
614070,-7.70475
614080,-7.70475
614090,-7.7045
614100,-7.70425
614110,-7.704
614120,-7.704
614130,-7.70375
614140,-7.7035
614150,-7.70325
614160,-7.703
614170,-7.703
614180,-7.70275
614190,-7.7025
614200,-7.70225
614210,-7.70225
614220,-7.702
614230,-7.70175
614240,-7.7015
614250,-7.70125
614260,-7.70125
614270,-7.701
614280,-7.70075
614290,-7.7005
614300,-7.7005
614310,-7.70025
614320,-7.7
614330,-7.69975
614340,-7.6995
614350,-7.6995
614360,-7.69925
614370,-7.699
614380,-7.69875
614390,-7.69875
614400,-7.6985
614410,-7.69825
614420,-7.698
614430,-7.69775
614440,-7.69775
614450,-7.6975
614460,-7.69725
614470,-7.697
614480,-7.697
614490,-7.69675
614500,-7.6965
614510,-7.69625
614520,-7.69625
614530,-7.696
614540,-7.69575
614550,-7.6955
614560,-7.69525
614570,-7.69525
614580,-7.695
614590,-7.69475
614600,-7.6945
614610,-7.6945
614620,-7.69425
614630,-7.694
614640,-7.69375
614650,-7.6935
614660,-7.6935
614670,-7.69325
614680,-7.693
614690,-7.69275
614700,-7.69275
614710,-7.6925
614720,-7.69225
614730,-7.692
614740,-7.692
614750,-7.69175
614760,-7.6915
614770,-7.69125
614780,-7.691
614790,-7.691
614800,-7.69075
614810,-7.6905
614820,-7.69025
614830,-7.69025
614840,-7.69
614850,-7.68975
614860,-7.6895
614870,-7.68925
614880,-7.68925
614890,-7.689
614900,-7.68875
614910,-7.6885
614920,-7.6885
614930,-7.68825
614940,-7.688
614950,-7.68775
614960,-7.68775
614970,-7.6875
614980,-7.68725
614990,-7.687
615000,-7.68675
615010,-7.68675
615020,-7.6865
615030,-7.68625
615040,-7.686
615050,-7.686
615060,-7.68575
615070,-7.6855
615080,-7.68525
615090,-7.685
615100,-7.685
615110,-7.68475
615120,-7.6845
615130,-7.68425
615140,-7.68425
615150,-7.684
615160,-7.68375
615170,-7.6835
615180,-7.6835
615190,-7.68325
615200,-7.683
615210,-7.68275
615220,-7.6825
615230,-7.6825
615240,-7.68225
615250,-7.682
615260,-7.68175
615270,-7.68175
615280,-7.6815
615290,-7.68125
615300,-7.681
615310,-7.68075
615320,-7.68075
615330,-7.6805
615340,-7.68025
615350,-7.68
615360,-7.68
615370,-7.67975
615380,-7.6795
615390,-7.67925
615400,-7.67925
615410,-7.679
615420,-7.67875
615430,-7.6785
615440,-7.67825
615450,-7.67825
615460,-7.678
615470,-7.67775
615480,-7.6775
615490,-7.6775
615500,-7.67725
615510,-7.677
615520,-7.67675
615530,-7.67675
615540,-7.6765
615550,-7.67625
615560,-7.676
615570,-7.67575
615580,-7.67575
615590,-7.6755
615600,-7.67525
615610,-7.675
615620,-7.675
615630,-7.67475
615640,-7.6745
615650,-7.67425
615660,-7.674
615670,-7.674
615680,-7.67375
615690,-7.6735
615700,-7.67325
615710,-7.67325
615720,-7.673
615730,-7.67275
615740,-7.6725
615750,-7.6725
615760,-7.67225
615770,-7.672
615780,-7.67175
615790,-7.6715
615800,-7.6715
615810,-7.67125
615820,-7.671
615830,-7.67075
615840,-7.67075
615850,-7.6705
615860,-7.67025
615870,-7.67
615880,-7.67
615890,-7.66975
615900,-7.6695
615910,-7.66925
615920,-7.669
615930,-7.669
615940,-7.66875
615950,-7.6685
615960,-7.66825
615970,-7.66825
615980,-7.668
615990,-7.66775
616000,-7.6675
616010,-7.6675
616020,-7.66725
616030,-7.667
616040,-7.66675
616050,-7.6665
616060,-7.6665
616070,-7.66625
616080,-7.666
616090,-7.66575
616100,-7.66575
616110,-7.6655
616120,-7.66525
616130,-7.665
616140,-7.66475
616150,-7.66475
616160,-7.6645
616170,-7.66425
616180,-7.664
616190,-7.664
616200,-7.66375
616210,-7.6635
616220,-7.66325
616230,-7.66325
616240,-7.663
616250,-7.66275
616260,-7.6625
616270,-7.66225
616280,-7.66225
616290,-7.662
616300,-7.66175
616310,-7.6615
616320,-7.6615
616330,-7.66125
616340,-7.661
616350,-7.66075
616360,-7.66075
616370,-7.6605
616380,-7.66025
616390,-7.66
616400,-7.65975
616410,-7.65975
616420,-7.6595
616430,-7.65925
616440,-7.659
616450,-7.659
616460,-7.65875
616470,-7.6585
616480,-7.65825
616490,-7.65825
616500,-7.658
616510,-7.65775
616520,-7.6575
616530,-7.65725
616540,-7.65725
616550,-7.657
616560,-7.65675
616570,-7.6565
616580,-7.6565
616590,-7.65625
616600,-7.656
616610,-7.65575
616620,-7.65575
616630,-7.6555
616640,-7.65525
616650,-7.655
616660,-7.65475
616670,-7.65475
616680,-7.6545
616690,-7.65425
616700,-7.654
616710,-7.654
616720,-7.65375
616730,-7.6535
616740,-7.65325
616750,-7.65325
616760,-7.653
616770,-7.65275
616780,-7.6525
616790,-7.6525
616800,-7.65225
616810,-7.652
616820,-7.65175
616830,-7.6515
616840,-7.6515
616850,-7.65125
616860,-7.651
616870,-7.65075
616880,-7.65075
616890,-7.6505
616900,-7.65025
616910,-7.65
616920,-7.65
616930,-7.64975
616940,-7.6495
616950,-7.64925
616960,-7.649
616970,-7.649
616980,-7.64875
616990,-7.6485
617000,-7.64825
617010,-7.64825
617020,-7.648
617030,-7.64775
617040,-7.6475
617050,-7.6475
617060,-7.64725
617070,-7.647
617080,-7.64675
617090,-7.6465
617100,-7.6465
617110,-7.64625
617120,-7.646
617130,-7.64575
617140,-7.64575
617150,-7.6455
617160,-7.64525
617170,-7.645
617180,-7.645
617190,-7.64475
617200,-7.6445
617210,-7.64425
617220,-7.644
617230,-7.644
617240,-7.64375
617250,-7.6435
617260,-7.64325
617270,-7.64325
617280,-7.643
617290,-7.64275
617300,-7.6425
617310,-7.6425
617320,-7.64225
617330,-7.642
617340,-7.64175
617350,-7.64175
617360,-7.6415
617370,-7.64125
617380,-7.641
617390,-7.64075
617400,-7.64075
617410,-7.6405
617420,-7.64025
617430,-7.64
617440,-7.64
617450,-7.63975
617460,-7.6395
617470,-7.63925
617480,-7.63925
617490,-7.639
617500,-7.63875
617510,-7.6385
617520,-7.63825
617530,-7.63825
617540,-7.638
617550,-7.63775
617560,-7.6375
617570,-7.6375
617580,-7.63725
617590,-7.637
617600,-7.63675
617610,-7.63675
617620,-7.6365
617630,-7.63625
617640,-7.636
617650,-7.636
617660,-7.63575
617670,-7.6355
617680,-7.63525
617690,-7.635
617700,-7.635
617710,-7.63475
617720,-7.6345
617730,-7.63425
617740,-7.63425
617750,-7.634
617760,-7.63375
617770,-7.6335
617780,-7.6335
617790,-7.63325
617800,-7.633
617810,-7.63275
617820,-7.6325
617830,-7.6325
617840,-7.63225
617850,-7.632
617860,-7.63175
617870,-7.63175
617880,-7.6315
617890,-7.63125
617900,-7.631
617910,-7.631
617920,-7.63075
617930,-7.6305
617940,-7.63025
617950,-7.63025
617960,-7.63
617970,-7.62975
617980,-7.6295
617990,-7.62925
618000,-7.62925
618010,-7.629
618020,-7.62875
618030,-7.6285
618040,-7.6285
618050,-7.62825
618060,-7.628
618070,-7.62775
618080,-7.62775
618090,-7.6275
618100,-7.62725
618110,-7.627
618120,-7.627
618130,-7.62675
618140,-7.6265
618150,-7.62625
618160,-7.626
618170,-7.626
618180,-7.62575
618190,-7.6255
618200,-7.62525
618210,-7.62525
618220,-7.625
618230,-7.62475
618240,-7.6245
618250,-7.6245
618260,-7.62425
618270,-7.624
618280,-7.62375
618290,-7.62375
618300,-7.6235
618310,-7.62325
618320,-7.623
618330,-7.62275
618340,-7.62275
618350,-7.6225
618360,-7.62225
618370,-7.622
618380,-7.622
618390,-7.62175
618400,-7.6215
618410,-7.62125
618420,-7.62125
618430,-7.621
618440,-7.62075
618450,-7.6205
618460,-7.6205
618470,-7.62025
618480,-7.62
618490,-7.61975
618500,-7.6195
618510,-7.6195
618520,-7.61925
618530,-7.619
618540,-7.61875
618550,-7.61875
618560,-7.6185
618570,-7.61825
618580,-7.618
618590,-7.618
618600,-7.61775
618610,-7.6175
618620,-7.61725
618630,-7.61725
618640,-7.617
618650,-7.61675
618660,-7.6165
618670,-7.61625
618680,-7.61625
618690,-7.616
618700,-7.61575
618710,-7.6155
618720,-7.6155
618730,-7.61525
618740,-7.615
618750,-7.61475
618760,-7.61475
618770,-7.6145
618780,-7.61425
618790,-7.614
618800,-7.614
618810,-7.61375
618820,-7.6135
618830,-7.61325
618840,-7.613
618850,-7.613
618860,-7.61275
618870,-7.6125
618880,-7.61225
618890,-7.61225
618900,-7.612
618910,-7.61175
618920,-7.6115
618930,-7.6115
618940,-7.61125
618950,-7.611
618960,-7.61075
618970,-7.61075
618980,-7.6105
618990,-7.61025
619000,-7.61
619010,-7.61
619020,-7.60975
619030,-7.6095
619040,-7.60925
619050,-7.609
619060,-7.609
619070,-7.60875
619080,-7.6085
619090,-7.60825
619100,-7.60825
619110,-7.608
619120,-7.60775
619130,-7.6075
619140,-7.6075
619150,-7.60725
619160,-7.607
619170,-7.60675
619180,-7.60675
619190,-7.6065
619200,-7.60625
619210,-7.606
619220,-7.60575
619230,-7.60575
619240,-7.6055
619250,-7.60525
619260,-7.605
619270,-7.605
619280,-7.60475
619290,-7.6045
619300,-7.60425
619310,-7.60425
619320,-7.604
619330,-7.60375
619340,-7.6035
619350,-7.6035
619360,-7.60325
619370,-7.603
619380,-7.60275
619390,-7.60275
619400,-7.6025
619410,-7.60225
619420,-7.602
619430,-7.60175
619440,-7.60175
619450,-7.6015
619460,-7.60125
619470,-7.601
619480,-7.601
619490,-7.60075
619500,-7.6005
619510,-7.60025
619520,-7.60025
619530,-7.6
619540,-7.59975
619550,-7.5995
619560,-7.5995
619570,-7.59925
619580,-7.599
619590,-7.59875
619600,-7.59875
619610,-7.5985
619620,-7.59825
619630,-7.598
619640,-7.59775
619650,-7.59775
619660,-7.5975
619670,-7.59725
619680,-7.597
619690,-7.597
619700,-7.59675
619710,-7.5965
619720,-7.59625
619730,-7.59625
619740,-7.596
619750,-7.59575
619760,-7.5955
619770,-7.5955
619780,-7.59525
619790,-7.595
619800,-7.59475
619810,-7.59475
619820,-7.5945
619830,-7.59425
619840,-7.594
619850,-7.59375
619860,-7.59375
619870,-7.5935
619880,-7.59325
619890,-7.593
619900,-7.593
619910,-7.59275
619920,-7.5925
619930,-7.59225
619940,-7.59225
619950,-7.592
619960,-7.59175
619970,-7.5915
619980,-7.5915
619990,-7.59125
620000,-7.591
620010,-7.59075
620020,-7.59075
620030,-7.5905
620040,-7.59025
620050,-7.59
620060,-7.59
620070,-7.58975
620080,-7.5895
620090,-7.58925
620100,-7.589
620110,-7.589
620120,-7.58875
620130,-7.5885
620140,-7.58825
620150,-7.58825
620160,-7.588
620170,-7.58775
620180,-7.5875
620190,-7.5875
620200,-7.58725
620210,-7.587
620220,-7.58675
620230,-7.58675
620240,-7.5865
620250,-7.58625
620260,-7.586
620270,-7.586
620280,-7.58575
620290,-7.5855
620300,-7.58525
620310,-7.585
620320,-7.585
620330,-7.58475
620340,-7.5845
620350,-7.58425
620360,-7.58425
620370,-7.584
620380,-7.58375
620390,-7.5835
620400,-7.5835
620410,-7.58325
620420,-7.583
620430,-7.58275
620440,-7.58275
620450,-7.5825
620460,-7.58225
620470,-7.582
620480,-7.582
620490,-7.58175
620500,-7.5815
620510,-7.58125
620520,-7.58125
620530,-7.581
620540,-7.58075
620550,-7.5805
620560,-7.5805
620570,-7.58025
620580,-7.58
620590,-7.57975
620600,-7.5795
620610,-7.5795
620620,-7.57925
620630,-7.579
620640,-7.57875
620650,-7.57875
620660,-7.5785
620670,-7.57825
620680,-7.578
620690,-7.578
620700,-7.57775
620710,-7.5775
620720,-7.57725
620730,-7.57725
620740,-7.577
620750,-7.57675
620760,-7.5765
620770,-7.5765
620780,-7.57625
620790,-7.576
620800,-7.57575
620810,-7.57575
620820,-7.5755
620830,-7.57525
620840,-7.575
620850,-7.57475
620860,-7.57475
620870,-7.5745
620880,-7.57425
620890,-7.574
620900,-7.574
620910,-7.57375
620920,-7.5735
620930,-7.57325
620940,-7.57325
620950,-7.573
620960,-7.57275
620970,-7.5725
620980,-7.5725
620990,-7.57225
621000,-7.572
621010,-7.57175
621020,-7.57175
621030,-7.5715
621040,-7.57125
621050,-7.571
621060,-7.571
621070,-7.57075
621080,-7.5705
621090,-7.57025
621100,-7.57025
621110,-7.57
621120,-7.56975
621130,-7.5695
621140,-7.56925
621150,-7.56925
621160,-7.569
621170,-7.56875
621180,-7.5685
621190,-7.5685
621200,-7.56825
621210,-7.568
621220,-7.56775
621230,-7.56775
621240,-7.5675
621250,-7.56725
621260,-7.567
621270,-7.567
621280,-7.56675
621290,-7.5665
621300,-7.56625
621310,-7.56625
621320,-7.566
621330,-7.56575
621340,-7.5655
621350,-7.5655
621360,-7.56525
621370,-7.565
621380,-7.56475
621390,-7.56475
621400,-7.5645
621410,-7.56425
621420,-7.564
621430,-7.564
621440,-7.56375
621450,-7.5635
621460,-7.56325
621470,-7.563
621480,-7.563
621490,-7.56275
621500,-7.5625
621510,-7.56225
621520,-7.56225
621530,-7.562
621540,-7.56175
621550,-7.5615
621560,-7.5615
621570,-7.56125
621580,-7.561
621590,-7.56075
621600,-7.56075
621610,-7.5605
621620,-7.56025
621630,-7.56
621640,-7.56
621650,-7.55975
621660,-7.5595
621670,-7.55925
621680,-7.55925
621690,-7.559
621700,-7.55875
621710,-7.5585
621720,-7.5585
621730,-7.55825
621740,-7.558
621750,-7.55775
621760,-7.55775
621770,-7.5575
621780,-7.55725
621790,-7.557
621800,-7.55675
621810,-7.55675
621820,-7.5565
621830,-7.55625
621840,-7.556
621850,-7.556
621860,-7.55575
621870,-7.5555
621880,-7.55525
621890,-7.55525
621900,-7.555
621910,-7.55475
621920,-7.5545
621930,-7.5545
621940,-7.55425
621950,-7.554
621960,-7.55375
621970,-7.55375
621980,-7.5535
621990,-7.55325
622000,-7.553
622010,-7.553
622020,-7.55275
622030,-7.5525
622040,-7.55225
622050,-7.55225
622060,-7.552
622070,-7.55175
622080,-7.5515
622090,-7.5515
622100,-7.55125
622110,-7.551
622120,-7.55075
622130,-7.55075
622140,-7.5505
622150,-7.55025
622160,-7.55
622170,-7.55
622180,-7.54975
622190,-7.5495
622200,-7.54925
622210,-7.549
622220,-7.549
622230,-7.54875
622240,-7.5485
622250,-7.54825
622260,-7.54825
622270,-7.548
622280,-7.54775
622290,-7.5475
622300,-7.5475
622310,-7.54725
622320,-7.547
622330,-7.54675
622340,-7.54675
622350,-7.5465
622360,-7.54625
622370,-7.546
622380,-7.546
622390,-7.54575
622400,-7.5455
622410,-7.54525
622420,-7.54525
622430,-7.545
622440,-7.54475
622450,-7.5445
622460,-7.5445
622470,-7.54425
622480,-7.544
622490,-7.54375
622500,-7.54375
622510,-7.5435
622520,-7.54325
622530,-7.543
622540,-7.543
622550,-7.54275
622560,-7.5425
622570,-7.54225
622580,-7.54225
622590,-7.542
622600,-7.54175
622610,-7.5415
622620,-7.5415
622630,-7.54125
622640,-7.541
622650,-7.54075
622660,-7.54075
622670,-7.5405
622680,-7.54025
622690,-7.54
622700,-7.53975
622710,-7.53975
622720,-7.5395
622730,-7.53925
622740,-7.539
622750,-7.539
622760,-7.53875
622770,-7.5385
622780,-7.53825
622790,-7.53825
622800,-7.538
622810,-7.53775
622820,-7.5375
622830,-7.5375
622840,-7.53725
622850,-7.537
622860,-7.53675
622870,-7.53675
622880,-7.5365
622890,-7.53625
622900,-7.536
622910,-7.536
622920,-7.53575
622930,-7.5355
622940,-7.53525
622950,-7.53525
622960,-7.535
622970,-7.53475
622980,-7.5345
622990,-7.5345
623000,-7.53425
623010,-7.534
623020,-7.53375
623030,-7.53375
623040,-7.5335
623050,-7.53325
623060,-7.533
623070,-7.533
623080,-7.53275
623090,-7.5325
623100,-7.53225
623110,-7.53225
623120,-7.532
623130,-7.53175
623140,-7.5315
623150,-7.5315
623160,-7.53125
623170,-7.531
623180,-7.53075
623190,-7.53075
623200,-7.5305
623210,-7.53025
623220,-7.53
623230,-7.53
623240,-7.52975
623250,-7.5295
623260,-7.52925
623270,-7.52925
623280,-7.529
623290,-7.52875
623300,-7.5285
623310,-7.5285
623320,-7.52825
623330,-7.528
623340,-7.52775
623350,-7.5275
623360,-7.5275
623370,-7.52725
623380,-7.527
623390,-7.52675
623400,-7.52675
623410,-7.5265
623420,-7.52625
623430,-7.526
623440,-7.526
623450,-7.52575
623460,-7.5255
623470,-7.52525
623480,-7.52525
623490,-7.525
623500,-7.52475
623510,-7.5245
623520,-7.5245
623530,-7.52425
623540,-7.524
623550,-7.52375
623560,-7.52375
623570,-7.5235
623580,-7.52325
623590,-7.523
623600,-7.523
623610,-7.52275
623620,-7.5225
623630,-7.52225
623640,-7.52225
623650,-7.522
623660,-7.52175
623670,-7.5215
623680,-7.5215
623690,-7.52125
623700,-7.521
623710,-7.52075
623720,-7.52075
623730,-7.5205
623740,-7.52025
623750,-7.52
623760,-7.52
623770,-7.51975
623780,-7.5195
623790,-7.51925
623800,-7.51925
623810,-7.519
623820,-7.51875
623830,-7.5185
623840,-7.5185
623850,-7.51825
623860,-7.518
623870,-7.51775
623880,-7.51775
623890,-7.5175
623900,-7.51725
623910,-7.517
623920,-7.517
623930,-7.51675
623940,-7.5165
623950,-7.51625
623960,-7.51625
623970,-7.516
623980,-7.51575
623990,-7.5155
624000,-7.5155
624010,-7.51525
624020,-7.515
624030,-7.51475
624040,-7.51475
624050,-7.5145
624060,-7.51425
624070,-7.514
624080,-7.514
624090,-7.51375
624100,-7.5135
624110,-7.51325
624120,-7.51325
624130,-7.513
624140,-7.51275
624150,-7.5125
624160,-7.5125
624170,-7.51225
624180,-7.512
624190,-7.51175
624200,-7.51175
624210,-7.5115
624220,-7.51125
624230,-7.511
624240,-7.511
624250,-7.51075
624260,-7.5105
624270,-7.51025
624280,-7.51025
624290,-7.51
624300,-7.50975
624310,-7.5095
624320,-7.5095
624330,-7.50925
624340,-7.509
624350,-7.50875
624360,-7.50875
624370,-7.5085
624380,-7.50825
624390,-7.508
624400,-7.508
624410,-7.50775
624420,-7.5075
624430,-7.50725
624440,-7.50725
624450,-7.507
624460,-7.50675
624470,-7.5065
624480,-7.5065
624490,-7.50625
624500,-7.506
624510,-7.50575
624520,-7.50575
624530,-7.5055
624540,-7.50525
624550,-7.505
624560,-7.505
624570,-7.50475
624580,-7.5045
624590,-7.50425
624600,-7.50425
624610,-7.504
624620,-7.50375
624630,-7.5035
624640,-7.5035
624650,-7.50325
624660,-7.503
624670,-7.50275
624680,-7.50275
