"time","rate_c_sugar"
134100,-0.000362521
134110,-0.000362507
134120,-0.000362492
134130,-0.000362478
134140,-0.000362464
134150,-0.000362449
134160,-0.000362435
134170,-0.000362421
134180,-0.000362406
134190,-0.000362392
134200,-0.000362377
134210,-0.000362363
134220,-0.000362349
134230,-0.000362334
134240,-0.00036232
134250,-0.000362306
134260,-0.000362291
134270,-0.000362277
134280,-0.000362262
134290,-0.000362248
134300,-0.000362234
134310,-0.000362219
134320,-0.000362205
134330,-0.000362191
134340,-0.000362176
134350,-0.000362162
134360,-0.000362147
134370,-0.000362133
134380,-0.000362119
134390,-0.000362104
134400,-0.00036209
134410,-0.000362076
134420,-0.000362061
134430,-0.000362047
134440,-0.000362033
134450,-0.000362018
134460,-0.000362004
134470,-0.00036199
134480,-0.000361975
134490,-0.000361961
134500,-0.000361947
134510,-0.000361932
134520,-0.000361918
134530,-0.000361903
134540,-0.000361889
134550,-0.000361875
134560,-0.00036186
134570,-0.000361846
134580,-0.000361832
134590,-0.000361817
134600,-0.000361803
134610,-0.000361789
134620,-0.000361774
134630,-0.00036176
134640,-0.000361746
134650,-0.000361731
134660,-0.000361717
134670,-0.000361703
134680,-0.000361688
134690,-0.000361674
134700,-0.00036166
134710,-0.000361645
134720,-0.000361631
134730,-0.000361617
134740,-0.000361602
134750,-0.000361588
134760,-0.000361574
134770,-0.000361559
134780,-0.000361545
134790,-0.000361531
134800,-0.000361516
134810,-0.000361502
134820,-0.000361488
134830,-0.000361473
134840,-0.000361459
134850,-0.000361445
134860,-0.00036143
134870,-0.000361416
134880,-0.000361402
134890,-0.000361387
134900,-0.000361373
134910,-0.000361359
134920,-0.000361344
134930,-0.00036133
134940,-0.000361316
134950,-0.000361302
134960,-0.000361287
134970,-0.000361273
134980,-0.000361259
134990,-0.000361244
135000,-0.00036123
135010,-0.000361216
135020,-0.000361201
135030,-0.000361187
135040,-0.000361173
135050,-0.000361158
135060,-0.000361144
135070,-0.00036113
135080,-0.000361116
135090,-0.000361101
135100,-0.000361087
135110,-0.000361073
135120,-0.000361058
135130,-0.000361044
135140,-0.00036103
135150,-0.000361015
135160,-0.000361001
135170,-0.000360987
135180,-0.000360973
135190,-0.000360958
135200,-0.000360944
135210,-0.00036093
135220,-0.000360915
135230,-0.000360901
135240,-0.000360887
135250,-0.000360872
135260,-0.000360858
135270,-0.000360844
135280,-0.00036083
135290,-0.000360815
135300,-0.000360801
135310,-0.000360787
135320,-0.000360772
135330,-0.000360758
135340,-0.000360744
135350,-0.00036073
135360,-0.000360715
135370,-0.000360701
135380,-0.000360687
135390,-0.000360672
135400,-0.000360658
135410,-0.000360644
135420,-0.00036063
135430,-0.000360615
135440,-0.000360601
135450,-0.000360587
135460,-0.000360573
135470,-0.000360558
135480,-0.000360544
135490,-0.00036053
135500,-0.000360515
135510,-0.000360501
135520,-0.000360487
135530,-0.000360473
135540,-0.000360458
135550,-0.000360444
135560,-0.00036043
135570,-0.000360416
135580,-0.000360401
135590,-0.000360387
135600,-0.000360373
135610,-0.000360358
135620,-0.000360344
135630,-0.00036033
135640,-0.000360316
135650,-0.000360301
135660,-0.000360287
135670,-0.000360273
135680,-0.000360259
135690,-0.000360244
135700,-0.00036023
135710,-0.000360216
135720,-0.000360202
135730,-0.000360187
135740,-0.000360173
135750,-0.000360159
135760,-0.000360145
135770,-0.00036013
135780,-0.000360116
135790,-0.000360102
135800,-0.000360088
135810,-0.000360073
135820,-0.000360059
135830,-0.000360045
135840,-0.000360031
135850,-0.000360016
135860,-0.000360002
135870,-0.000359988
135880,-0.000359974
135890,-0.000359959
135900,-0.000359945
135910,-0.000359931
135920,-0.000359917
135930,-0.000359902
135940,-0.000359888
135950,-0.000359874
135960,-0.00035986
135970,-0.000359846
135980,-0.000359831
135990,-0.000359817
136000,-0.000359803
136010,-0.000359789
136020,-0.000359774
136030,-0.00035976
136040,-0.000359746
136050,-0.000359732
136060,-0.000359717
136070,-0.000359703
136080,-0.000359689
136090,-0.000359675
136100,-0.000359661
136110,-0.000359646
136120,-0.000359632
136130,-0.000359618
136140,-0.000359604
136150,-0.000359589
136160,-0.000359575
136170,-0.000359561
136180,-0.000359547
136190,-0.000359533
136200,-0.000359518
136210,-0.000359504
136220,-0.00035949
136230,-0.000359476
136240,-0.000359461
136250,-0.000359447
136260,-0.000359433
136270,-0.000359419
136280,-0.000359405
136290,-0.00035939
136300,-0.000359376
136310,-0.000359362
136320,-0.000359348
136330,-0.000359334
136340,-0.000359319
136350,-0.000359305
136360,-0.000359291
136370,-0.000359277
136380,-0.000359263
136390,-0.000359248
136400,-0.000359234
136410,-0.00035922
136420,-0.000359206
136430,-0.000359192
136440,-0.000359177
136450,-0.000359163
136460,-0.000359149
136470,-0.000359135
136480,-0.000359121
136490,-0.000359106
136500,-0.000359092
136510,-0.000359078
136520,-0.000359064
136530,-0.00035905
136540,-0.000359035
136550,-0.000359021
136560,-0.000359007
136570,-0.000358993
136580,-0.000358979
136590,-0.000358964
136600,-0.00035895
136610,-0.000358936
136620,-0.000358922
136630,-0.000358908
136640,-0.000358894
136650,-0.000358879
136660,-0.000358865
136670,-0.000358851
136680,-0.000358837
136690,-0.000358823
136700,-0.000358808
136710,-0.000358794
136720,-0.00035878
136730,-0.000358766
136740,-0.000358752
136750,-0.000358738
136760,-0.000358723
136770,-0.000358709
136780,-0.000358695
136790,-0.000358681
136800,-0.000358667
136810,-0.000358653
136820,-0.000358638
136830,-0.000358624
136840,-0.00035861
136850,-0.000358596
136860,-0.000358582
136870,-0.000358568
136880,-0.000358553
136890,-0.000358539
136900,-0.000358525
136910,-0.000358511
136920,-0.000358497
136930,-0.000358483
136940,-0.000358468
136950,-0.000358454
136960,-0.00035844
136970,-0.000358426
136980,-0.000358412
136990,-0.000358398
137000,-0.000358384
137010,-0.000358369
137020,-0.000358355
137030,-0.000358341
137040,-0.000358327
137050,-0.000358313
137060,-0.000358299
137070,-0.000358284
137080,-0.00035827
137090,-0.000358256
137100,-0.000358242
137110,-0.000358228
137120,-0.000358214
137130,-0.0003582
137140,-0.000358185
137150,-0.000358171
137160,-0.000358157
137170,-0.000358143
137180,-0.000358129
137190,-0.000358115
137200,-0.000358101
137210,-0.000358086
137220,-0.000358072
137230,-0.000358058
137240,-0.000358044
137250,-0.00035803
137260,-0.000358016
137270,-0.000358002
137280,-0.000357987
137290,-0.000357973
137300,-0.000357959
137310,-0.000357945
137320,-0.000357931
137330,-0.000357917
137340,-0.000357903
137350,-0.000357889
137360,-0.000357874
137370,-0.00035786
137380,-0.000357846
137390,-0.000357832
137400,-0.000357818
137410,-0.000357804
137420,-0.00035779
137430,-0.000357776
137440,-0.000357761
137450,-0.000357747
137460,-0.000357733
137470,-0.000357719
137480,-0.000357705
137490,-0.000357691
137500,-0.000357677
137510,-0.000357663
137520,-0.000357649
137530,-0.000357634
137540,-0.00035762
137550,-0.000357606
137560,-0.000357592
137570,-0.000357578
137580,-0.000357564
137590,-0.00035755
137600,-0.000357536
137610,-0.000357522
137620,-0.000357507
137630,-0.000357493
137640,-0.000357479
137650,-0.000357465
137660,-0.000357451
137670,-0.000357437
137680,-0.000357423
137690,-0.000357409
137700,-0.000357395
137710,-0.000357381
137720,-0.000357366
137730,-0.000357352
137740,-0.000357338
137750,-0.000357324
137760,-0.00035731
137770,-0.000357296
137780,-0.000357282
137790,-0.000357268
137800,-0.000357254
137810,-0.00035724
137820,-0.000357225
137830,-0.000357211
137840,-0.000357197
137850,-0.000357183
137860,-0.000357169
137870,-0.000357155
137880,-0.000357141
137890,-0.000357127
137900,-0.000357113
137910,-0.000357099
137920,-0.000357085
137930,-0.000357071
137940,-0.000357056
137950,-0.000357042
137960,-0.000357028
137970,-0.000357014
137980,-0.000357
137990,-0.000356986
138000,-0.000356972
138010,-0.000356958
138020,-0.000356944
138030,-0.00035693
138040,-0.000356916
138050,-0.000356902
138060,-0.000356888
138070,-0.000356873
138080,-0.000356859
138090,-0.000356845
138100,-0.000356831
138110,-0.000356817
138120,-0.000356803
138130,-0.000356789
138140,-0.000356775
138150,-0.000356761
138160,-0.000356747
138170,-0.000356733
138180,-0.000356719
138190,-0.000356705
138200,-0.000356691
138210,-0.000356677
138220,-0.000356662
138230,-0.000356648
138240,-0.000356634
138250,-0.00035662
138260,-0.000356606
138270,-0.000356592
138280,-0.000356578
138290,-0.000356564
138300,-0.00035655
138310,-0.000356536
138320,-0.000356522
138330,-0.000356508
138340,-0.000356494
138350,-0.00035648
138360,-0.000356466
138370,-0.000356452
138380,-0.000356438
138390,-0.000356424
138400,-0.00035641
138410,-0.000356395
138420,-0.000356381
138430,-0.000356367
138440,-0.000356353
138450,-0.000356339
138460,-0.000356325
138470,-0.000356311
138480,-0.000356297
138490,-0.000356283
138500,-0.000356269
138510,-0.000356255
138520,-0.000356241
138530,-0.000356227
138540,-0.000356213
138550,-0.000356199
138560,-0.000356185
138570,-0.000356171
138580,-0.000356157
138590,-0.000356143
138600,-0.000356129
138610,-0.000356115
138620,-0.000356101
138630,-0.000356087
138640,-0.000356073
138650,-0.000356059
138660,-0.000356045
138670,-0.000356031
138680,-0.000356017
138690,-0.000356003
138700,-0.000355988
138710,-0.000355974
138720,-0.00035596
138730,-0.000355946
138740,-0.000355932
138750,-0.000355918
138760,-0.000355904
138770,-0.00035589
138780,-0.000355876
138790,-0.000355862
138800,-0.000355848
138810,-0.000355834
138820,-0.00035582
138830,-0.000355806
138840,-0.000355792
138850,-0.000355778
138860,-0.000355764
138870,-0.00035575
138880,-0.000355736
138890,-0.000355722
138900,-0.000355708
138910,-0.000355694
138920,-0.00035568
138930,-0.000355666
138940,-0.000355652
138950,-0.000355638
138960,-0.000355624
138970,-0.00035561
138980,-0.000355596
138990,-0.000355582
139000,-0.000355568
139010,-0.000355554
139020,-0.00035554
139030,-0.000355526
139040,-0.000355512
139050,-0.000355498
139060,-0.000355484
139070,-0.00035547
139080,-0.000355456
139090,-0.000355442
139100,-0.000355428
139110,-0.000355414
139120,-0.0003554
139130,-0.000355386
139140,-0.000355372
139150,-0.000355358
139160,-0.000355344
139170,-0.00035533
139180,-0.000355316
139190,-0.000355302
139200,-0.000355288
139210,-0.000355274
139220,-0.00035526
139230,-0.000355246
139240,-0.000355232
139250,-0.000355218
139260,-0.000355204
139270,-0.00035519
139280,-0.000355176
139290,-0.000355162
139300,-0.000355148
139310,-0.000355135
139320,-0.000355121
139330,-0.000355107
139340,-0.000355093
139350,-0.000355079
139360,-0.000355065
139370,-0.000355051
139380,-0.000355037
139390,-0.000355023
139400,-0.000355009
139410,-0.000354995
139420,-0.000354981
139430,-0.000354967
139440,-0.000354953
139450,-0.000354939
139460,-0.000354925
139470,-0.000354911
139480,-0.000354897
139490,-0.000354883
139500,-0.000354869
139510,-0.000354855
139520,-0.000354841
139530,-0.000354827
139540,-0.000354813
139550,-0.000354799
139560,-0.000354785
139570,-0.000354771
139580,-0.000354757
139590,-0.000354743
139600,-0.00035473
139610,-0.000354716
139620,-0.000354702
139630,-0.000354688
139640,-0.000354674
139650,-0.00035466
139660,-0.000354646
139670,-0.000354632
139680,-0.000354618
139690,-0.000354604
139700,-0.00035459
139710,-0.000354576
139720,-0.000354562
139730,-0.000354548
139740,-0.000354534
139750,-0.00035452
139760,-0.000354506
139770,-0.000354492
139780,-0.000354478
139790,-0.000354465
139800,-0.000354451
139810,-0.000354437
139820,-0.000354423
139830,-0.000354409
139840,-0.000354395
139850,-0.000354381
139860,-0.000354367
139870,-0.000354353
139880,-0.000354339
139890,-0.000354325
139900,-0.000354311
139910,-0.000354297
139920,-0.000354283
139930,-0.000354269
139940,-0.000354256
139950,-0.000354242
139960,-0.000354228
139970,-0.000354214
139980,-0.0003542
139990,-0.000354186
140000,-0.000354172
140010,-0.000354158
140020,-0.000354144
140030,-0.00035413
140040,-0.000354116
140050,-0.000354102
140060,-0.000354088
140070,-0.000354075
140080,-0.000354061
140090,-0.000354047
140100,-0.000354033
140110,-0.000354019
140120,-0.000354005
140130,-0.000353991
140140,-0.000353977
140150,-0.000353963
140160,-0.000353949
140170,-0.000353935
140180,-0.000353921
140190,-0.000353908
140200,-0.000353894
140210,-0.00035388
140220,-0.000353866
140230,-0.000353852
140240,-0.000353838
140250,-0.000353824
140260,-0.00035381
140270,-0.000353796
140280,-0.000353782
140290,-0.000353769
140300,-0.000353755
140310,-0.000353741
140320,-0.000353727
140330,-0.000353713
140340,-0.000353699
140350,-0.000353685
140360,-0.000353671
140370,-0.000353657
140380,-0.000353643
140390,-0.00035363
140400,-0.000353616
140410,-0.000353602
140420,-0.000353588
140430,-0.000353574
140440,-0.00035356
140450,-0.000353546
140460,-0.000353532
140470,-0.000353518
140480,-0.000353505
140490,-0.000353491
140500,-0.000353477
140510,-0.000353463
140520,-0.000353449
140530,-0.000353435
140540,-0.000353421
140550,-0.000353407
140560,-0.000353393
140570,-0.00035338
140580,-0.000353366
140590,-0.000353352
140600,-0.000353338
140610,-0.000353324
140620,-0.00035331
140630,-0.000353296
140640,-0.000353282
140650,-0.000353269
140660,-0.000353255
140670,-0.000353241
140680,-0.000353227
140690,-0.000353213
140700,-0.000353199
140710,-0.000353185
140720,-0.000353171
140730,-0.000353158
140740,-0.000353144
140750,-0.00035313
140760,-0.000353116
140770,-0.000353102
140780,-0.000353088
140790,-0.000353074
140800,-0.000353061
140810,-0.000353047
140820,-0.000353033
140830,-0.000353019
140840,-0.000353005
140850,-0.000352991
140860,-0.000352977
140870,-0.000352964
140880,-0.00035295
140890,-0.000352936
140900,-0.000352922
140910,-0.000352908
140920,-0.000352894
140930,-0.00035288
140940,-0.000352867
140950,-0.000352853
140960,-0.000352839
140970,-0.000352825
140980,-0.000352811
140990,-0.000352797
141000,-0.000352783
141010,-0.00035277
141020,-0.000352756
141030,-0.000352742
141040,-0.000352728
141050,-0.000352714
141060,-0.0003527
141070,-0.000352687
141080,-0.000352673
141090,-0.000352659
141100,-0.000352645
141110,-0.000352631
141120,-0.000352617
141130,-0.000352603
141140,-0.00035259
141150,-0.000352576
141160,-0.000352562
141170,-0.000352548
141180,-0.000352534
141190,-0.00035252
141200,-0.000352507
141210,-0.000352493
141220,-0.000352479
141230,-0.000352465
141240,-0.000352451
141250,-0.000352437
141260,-0.000352424
141270,-0.00035241
141280,-0.000352396
141290,-0.000352382
141300,-0.000352368
141310,-0.000352355
141320,-0.000352341
141330,-0.000352327
141340,-0.000352313
141350,-0.000352299
141360,-0.000352285
141370,-0.000352272
141380,-0.000352258
141390,-0.000352244
141400,-0.00035223
141410,-0.000352216
141420,-0.000352203
141430,-0.000352189
141440,-0.000352175
141450,-0.000352161
141460,-0.000352147
141470,-0.000352133
141480,-0.00035212
141490,-0.000352106
141500,-0.000352092
141510,-0.000352078
141520,-0.000352064
141530,-0.000352051
141540,-0.000352037
141550,-0.000352023
141560,-0.000352009
141570,-0.000351995
141580,-0.000351982
141590,-0.000351968
141600,-0.000351954
141610,-0.00035194
141620,-0.000351926
141630,-0.000351913
141640,-0.000351899
141650,-0.000351885
141660,-0.000351871
141670,-0.000351857
141680,-0.000351844
141690,-0.00035183
141700,-0.000351816
141710,-0.000351802
141720,-0.000351788
141730,-0.000351775
141740,-0.000351761
141750,-0.000351747
141760,-0.000351733
141770,-0.000351719
141780,-0.000351706
141790,-0.000351692
141800,-0.000351678
141810,-0.000351664
141820,-0.00035165
141830,-0.000351637
141840,-0.000351623
141850,-0.000351609
141860,-0.000351595
141870,-0.000351582
141880,-0.000351568
141890,-0.000351554
141900,-0.00035154
141910,-0.000351526
141920,-0.000351513
141930,-0.000351499
141940,-0.000351485
141950,-0.000351471
141960,-0.000351458
141970,-0.000351444
141980,-0.00035143
141990,-0.000351416
142000,-0.000351402
142010,-0.000351389
142020,-0.000351375
142030,-0.000351361
142040,-0.000351347
142050,-0.000351334
142060,-0.00035132
142070,-0.000351306
142080,-0.000351292
142090,-0.000351279
142100,-0.000351265
142110,-0.000351251
142120,-0.000351237
142130,-0.000351223
142140,-0.00035121
142150,-0.000351196
142160,-0.000351182
142170,-0.000351168
142180,-0.000351155
142190,-0.000351141
142200,-0.000351127
142210,-0.000351113
142220,-0.0003511
142230,-0.000351086
142240,-0.000351072
142250,-0.000351058
142260,-0.000351045
142270,-0.000351031
142280,-0.000351017
142290,-0.000351003
142300,-0.00035099
142310,-0.000350976
142320,-0.000350962
142330,-0.000350948
142340,-0.000350935
142350,-0.000350921
142360,-0.000350907
142370,-0.000350893
142380,-0.00035088
142390,-0.000350866
142400,-0.000350852
142410,-0.000350838
142420,-0.000350825
142430,-0.000350811
142440,-0.000350797
142450,-0.000350783
142460,-0.00035077
142470,-0.000350756
142480,-0.000350742
142490,-0.000350729
142500,-0.000350715
142510,-0.000350701
142520,-0.000350687
142530,-0.000350674
142540,-0.00035066
142550,-0.000350646
142560,-0.000350632
142570,-0.000350619
142580,-0.000350605
142590,-0.000350591
142600,-0.000350577
142610,-0.000350564
142620,-0.00035055
142630,-0.000350536
142640,-0.000350523
142650,-0.000350509
142660,-0.000350495
142670,-0.000350481
142680,-0.000350468
142690,-0.000350454
142700,-0.00035044
142710,-0.000350426
142720,-0.000350413
142730,-0.000350399
142740,-0.000350385
142750,-0.000350372
142760,-0.000350358
142770,-0.000350344
142780,-0.00035033
142790,-0.000350317
142800,-0.000350303
142810,-0.000350289
142820,-0.000350276
142830,-0.000350262
142840,-0.000350248
142850,-0.000350235
142860,-0.000350221
142870,-0.000350207
142880,-0.000350193
142890,-0.00035018
142900,-0.000350166
142910,-0.000350152
142920,-0.000350139
142930,-0.000350125
142940,-0.000350111
142950,-0.000350097
142960,-0.000350084
142970,-0.00035007
142980,-0.000350056
142990,-0.000350043
143000,-0.000350029
143010,-0.000350015
143020,-0.000350002
143030,-0.000349988
143040,-0.000349974
143050,-0.00034996
143060,-0.000349947
143070,-0.000349933
143080,-0.000349919
143090,-0.000349906
143100,-0.000349892
143110,-0.000349878
143120,-0.000349865
143130,-0.000349851
143140,-0.000349837
143150,-0.000349824
143160,-0.00034981
143170,-0.000349796
143180,-0.000349783
143190,-0.000349769
143200,-0.000349755
143210,-0.000349741
143220,-0.000349728
143230,-0.000349714
143240,-0.0003497
143250,-0.000349687
143260,-0.000349673
143270,-0.000349659
143280,-0.000349646
143290,-0.000349632
143300,-0.000349618
143310,-0.000349605
143320,-0.000349591
143330,-0.000349577
143340,-0.000349564
143350,-0.00034955
143360,-0.000349536
143370,-0.000349523
143380,-0.000349509
143390,-0.000349495
143400,-0.000349482
143410,-0.000349468
143420,-0.000349454
143430,-0.000349441
143440,-0.000349427
143450,-0.000349413
143460,-0.0003494
143470,-0.000349386
143480,-0.000349372
143490,-0.000349359
143500,-0.000349345
143510,-0.000349331
143520,-0.000349318
143530,-0.000349304
143540,-0.00034929
143550,-0.000349277
143560,-0.000349263
143570,-0.000349249
143580,-0.000349236
143590,-0.000349222
143600,-0.000349208
143610,-0.000349195
143620,-0.000349181
143630,-0.000349167
143640,-0.000349154
143650,-0.00034914
143660,-0.000349127
143670,-0.000349113
143680,-0.000349099
143690,-0.000349086
143700,-0.000349072
143710,-0.000349058
143720,-0.000349045
143730,-0.000349031
143740,-0.000349017
143750,-0.000349004
143760,-0.00034899
143770,-0.000348976
143780,-0.000348963
143790,-0.000348949
143800,-0.000348936
143810,-0.000348922
143820,-0.000348908
143830,-0.000348895
143840,-0.000348881
143850,-0.000348867
143860,-0.000348854
143870,-0.00034884
143880,-0.000348826
143890,-0.000348813
143900,-0.000348799
143910,-0.000348786
143920,-0.000348772
143930,-0.000348758
143940,-0.000348745
143950,-0.000348731
143960,-0.000348717
143970,-0.000348704
143980,-0.00034869
143990,-0.000348677
144000,-0.000348663
144010,-0.000348649
144020,-0.000348636
144030,-0.000348622
144040,-0.000348608
144050,-0.000348595
144060,-0.000348581
144070,-0.000348568
144080,-0.000348554
144090,-0.00034854
144100,-0.000348527
144110,-0.000348513
144120,-0.000348499
144130,-0.000348486
144140,-0.000348472
144150,-0.000348459
144160,-0.000348445
144170,-0.000348431
144180,-0.000348418
144190,-0.000348404
144200,-0.000348391
144210,-0.000348377
144220,-0.000348363
144230,-0.00034835
144240,-0.000348336
144250,-0.000348323
144260,-0.000348309
144270,-0.000348295
144280,-0.000348282
144290,-0.000348268
144300,-0.000348255
144310,-0.000348241
144320,-0.000348227
144330,-0.000348214
144340,-0.0003482
144350,-0.000348187
144360,-0.000348173
144370,-0.000348159
144380,-0.000348146
144390,-0.000348132
144400,-0.000348119
144410,-0.000348105
144420,-0.000348091
144430,-0.000348078
144440,-0.000348064
144450,-0.000348051
144460,-0.000348037
144470,-0.000348023
144480,-0.00034801
144490,-0.000347996
144500,-0.000347983
144510,-0.000347969
144520,-0.000347955
144530,-0.000347942
144540,-0.000347928
144550,-0.000347915
144560,-0.000347901
144570,-0.000347888
144580,-0.000347874
144590,-0.00034786
144600,-0.000347847
144610,-0.000347833
144620,-0.00034782
144630,-0.000347806
144640,-0.000347793
144650,-0.000347779
144660,-0.000347765
144670,-0.000347752
144680,-0.000347738
144690,-0.000347725
144700,-0.000347711
144710,-0.000347698
144720,-0.000347684
144730,-0.00034767
144740,-0.000347657
144750,-0.000347643
144760,-0.00034763
144770,-0.000347616
144780,-0.000347603
144790,-0.000347589
144800,-0.000347575
144810,-0.000347562
144820,-0.000347548
144830,-0.000347535
144840,-0.000347521
144850,-0.000347508
144860,-0.000347494
144870,-0.00034748
144880,-0.000347467
144890,-0.000347453
144900,-0.00034744
144910,-0.000347426
144920,-0.000347413
144930,-0.000347399
144940,-0.000347386
144950,-0.000347372
144960,-0.000347358
144970,-0.000347345
144980,-0.000347331
144990,-0.000347318
145000,-0.000347304
145010,-0.000347291
145020,-0.000347277
145030,-0.000347264
145040,-0.00034725
145050,-0.000347237
145060,-0.000347223
145070,-0.000347209
145080,-0.000347196
145090,-0.000347182
145100,-0.000347169
145110,-0.000347155
145120,-0.000347142
145130,-0.000347128
145140,-0.000347115
145150,-0.000347101
145160,-0.000347088
145170,-0.000347074
145180,-0.00034706
145190,-0.000347047
145200,-0.000347033
145210,-0.00034702
145220,-0.000347006
145230,-0.000346993
145240,-0.000346979
145250,-0.000346966
145260,-0.000346952
145270,-0.000346939
145280,-0.000346925
145290,-0.000346912
145300,-0.000346898
145310,-0.000346885
145320,-0.000346871
145330,-0.000346858
145340,-0.000346844
145350,-0.00034683
145360,-0.000346817
145370,-0.000346803
145380,-0.00034679
145390,-0.000346776
145400,-0.000346763
145410,-0.000346749
145420,-0.000346736
145430,-0.000346722
145440,-0.000346709
145450,-0.000346695
145460,-0.000346682
145470,-0.000346668
145480,-0.000346655
145490,-0.000346641
145500,-0.000346628
145510,-0.000346614
145520,-0.000346601
145530,-0.000346587
145540,-0.000346574
145550,-0.00034656
145560,-0.000346547
145570,-0.000346533
145580,-0.00034652
145590,-0.000346506
145600,-0.000346493
145610,-0.000346479
145620,-0.000346466
145630,-0.000346452
145640,-0.000346439
145650,-0.000346425
145660,-0.000346412
145670,-0.000346398
145680,-0.000346385
145690,-0.000346371
145700,-0.000346358
145710,-0.000346344
145720,-0.000346331
145730,-0.000346317
145740,-0.000346304
145750,-0.00034629
145760,-0.000346277
145770,-0.000346263
145780,-0.00034625
145790,-0.000346236
145800,-0.000346223
145810,-0.000346209
145820,-0.000346196
145830,-0.000346182
145840,-0.000346169
145850,-0.000346155
145860,-0.000346142
145870,-0.000346128
145880,-0.000346115
145890,-0.000346101
145900,-0.000346088
145910,-0.000346074
145920,-0.000346061
145930,-0.000346047
145940,-0.000346034
145950,-0.00034602
145960,-0.000346007
145970,-0.000345993
145980,-0.00034598
145990,-0.000345966
146000,-0.000345953
146010,-0.000345939
146020,-0.000345926
146030,-0.000345913
146040,-0.000345899
146050,-0.000345886
146060,-0.000345872
146070,-0.000345859
146080,-0.000345845
146090,-0.000345832
146100,-0.000345818
146110,-0.000345805
146120,-0.000345791
146130,-0.000345778
146140,-0.000345764
146150,-0.000345751
146160,-0.000345737
146170,-0.000345724
146180,-0.00034571
146190,-0.000345697
146200,-0.000345684
146210,-0.00034567
146220,-0.000345657
146230,-0.000345643
146240,-0.00034563
146250,-0.000345616
146260,-0.000345603
146270,-0.000345589
146280,-0.000345576
146290,-0.000345562
146300,-0.000345549
146310,-0.000345536
146320,-0.000345522
146330,-0.000345509
146340,-0.000345495
146350,-0.000345482
146360,-0.000345468
146370,-0.000345455
146380,-0.000345441
146390,-0.000345428
146400,-0.000345414
146410,-0.000345401
146420,-0.000345388
146430,-0.000345374
146440,-0.000345361
146450,-0.000345347
146460,-0.000345334
146470,-0.00034532
146480,-0.000345307
146490,-0.000345293
146500,-0.00034528
146510,-0.000345267
146520,-0.000345253
146530,-0.00034524
146540,-0.000345226
146550,-0.000345213
146560,-0.000345199
146570,-0.000345186
146580,-0.000345173
146590,-0.000345159
146600,-0.000345146
146610,-0.000345132
146620,-0.000345119
146630,-0.000345105
146640,-0.000345092
146650,-0.000345078
146660,-0.000345065
146670,-0.000345052
146680,-0.000345038
146690,-0.000345025
146700,-0.000345011
146710,-0.000344998
146720,-0.000344985
146730,-0.000344971
146740,-0.000344958
146750,-0.000344944
146760,-0.000344931
146770,-0.000344917
146780,-0.000344904
146790,-0.000344891
146800,-0.000344877
146810,-0.000344864
146820,-0.00034485
146830,-0.000344837
146840,-0.000344823
146850,-0.00034481
146860,-0.000344797
146870,-0.000344783
146880,-0.00034477
146890,-0.000344756
146900,-0.000344743
146910,-0.00034473
146920,-0.000344716
146930,-0.000344703
146940,-0.000344689
146950,-0.000344676
146960,-0.000344663
146970,-0.000344649
146980,-0.000344636
146990,-0.000344622
147000,-0.000344609
147010,-0.000344596
147020,-0.000344582
147030,-0.000344569
147040,-0.000344555
147050,-0.000344542
147060,-0.000344528
147070,-0.000344515
147080,-0.000344502
147090,-0.000344488
147100,-0.000344475
147110,-0.000344462
147120,-0.000344448
147130,-0.000344435
147140,-0.000344421
147150,-0.000344408
147160,-0.000344395
147170,-0.000344381
147180,-0.000344368
147190,-0.000344354
147200,-0.000344341
147210,-0.000344328
147220,-0.000344314
147230,-0.000344301
147240,-0.000344287
147250,-0.000344274
147260,-0.000344261
147270,-0.000344247
147280,-0.000344234
147290,-0.00034422
147300,-0.000344207
147310,-0.000344194
147320,-0.00034418
147330,-0.000344167
147340,-0.000344154
147350,-0.00034414
147360,-0.000344127
147370,-0.000344113
147380,-0.0003441
147390,-0.000344087
147400,-0.000344073
147410,-0.00034406
147420,-0.000344047
147430,-0.000344033
147440,-0.00034402
147450,-0.000344006
147460,-0.000343993
147470,-0.00034398
147480,-0.000343966
147490,-0.000343953
147500,-0.00034394
147510,-0.000343926
147520,-0.000343913
147530,-0.0003439
147540,-0.000343886
147550,-0.000343873
147560,-0.000343859
147570,-0.000343846
147580,-0.000343833
147590,-0.000343819
147600,-0.000343806
147610,-0.000343793
147620,-0.000343779
147630,-0.000343766
147640,-0.000343753
147650,-0.000343739
147660,-0.000343726
147670,-0.000343712
147680,-0.000343699
147690,-0.000343686
147700,-0.000343672
147710,-0.000343659
147720,-0.000343646
147730,-0.000343632
147740,-0.000343619
147750,-0.000343606
147760,-0.000343592
147770,-0.000343579
147780,-0.000343566
147790,-0.000343552
147800,-0.000343539
147810,-0.000343526
147820,-0.000343512
147830,-0.000343499
147840,-0.000343486
147850,-0.000343472
147860,-0.000343459
147870,-0.000343445
147880,-0.000343432
147890,-0.000343419
147900,-0.000343405
147910,-0.000343392
147920,-0.000343379
147930,-0.000343365
147940,-0.000343352
147950,-0.000343339
147960,-0.000343325
147970,-0.000343312
147980,-0.000343299
147990,-0.000343285
148000,-0.000343272
148010,-0.000343259
148020,-0.000343245
148030,-0.000343232
148040,-0.000343219
148050,-0.000343205
148060,-0.000343192
148070,-0.000343179
